date,ticker,proba_lightgbm,proba_random_forest,tabular_score,decision
2025-08-21,AAPL,1.2823049065473024e-05,0.013487257281553398,0.006750040165309435,HOLD
2025-08-21,NVDA,1.2823049065368678e-05,0.01253471442957848,0.006273768739321924,HOLD
2025-08-21,JPM,1.2823049066175179e-05,0.008497561634006261,0.004255192341536218,HOLD
2025-08-21,MSFT,1.2823049080649495e-05,0.00016129032258064516,8.705668583064733e-05,HOLD
